3871,6190
2675,3131
6094,5250
4506,3668
2530,3405
2970,6044
3762,5901
5752,3667
6975,7088
4418,3820
6520,6773
7148,4810
2926,3270
7742,6034
6326,7182
7815,5511
3907,4125
3873,6347
7570,4377
5494,4036
6893,4952
3240,4085
7528,5310
4448,4741
6346,6634
7225,4662
5052,3705
3046,3837
3547,3701
2217,6350
6737,7049
6984,5209
6771,7289
7346,4399
7138,5752
6975,4324
6787,5603
2171,4607
7695,5562
3155,7001
7120,6005
6023,7269
5494,1672
7692,4608
3785,4800
2756,4744
4328,3516
5888,6928
6123,5424
3873,3866
3106,5033
3045,4370
4238,3717
6392,5149
5706,4583
3011,6705
5832,6385
6622,3899
2869,5736
8271,3538
4909,4513
5982,5533
3503,6794
4503,3345
5407,3761
2340,5071
2394,4633
3440,5291
6799,6322
3245,5717
4002,4765
5765,7117
5815,3411
3606,6909
2141,5401
5459,2751
3173,4007
2216,5004
4624,1388
7533,5657
7559,6060
5030,4434
3275,3465
7482,4626
2705,6229
5990,3173
2731,4161
6833,3542
2504,6077
3315,3156
6256,5629
5719,6178
6053,7097
7001,5862
7030,6581
4496,3952
3089,5158
5523,7318
6225,6854
4635,4003
5680,3604
2130,6694
4321,2900
6756,4531
7016,6166
4005,3872
3046,5753
4374,4074
4516,4176
3661,4165
5279,4073
4804,3663
4182,4681
4177,4575
2907,4224
2108,4288
4953,3935
4028,3158
5155,3615
5578,3852
3165,3728
3266,4970
6315,6436
2413,4218
6634,5942
3237,3869
3423,3879
4082,3664
5305,6667
2672,3687
5012,3323
6608,4604
4655,6042
8044,5002
4997,2880
6718,7648
6009,6761
7317,6107
3653,6286
7517,5485
6199,8080
6206,7320
4662,3205
3185,4185
2921,4642
7214,4256
2861,4475
4399,6214
6495,7067
2769,3336
5253,7303
5345,3194
5728,2568
3549,3941
3582,5448
6435,4523
3459,5853
3858,3244
5929,2859
2490,5600
5600,3205
5821,4345
6789,5294
2259,3983
3398,6242
7083,3782
4622,4435
2988,6514
6974,6791
4461,3007
5920,6049
5729,5524
3964,4294
6797,5099
5289,2628
3551,4381
3825,5286
6168,3774
5704,6937
6693,7769
5729,7348
4920,3414
6041,2668
2326,3803
7688,6246
8173,6422
7244,6498
5946,3846
4773,4581
4016,5612
5242,3320
6961,6429
3058,3446
6618,5263
7858,4972
5605,4284
3920,8304
3434,3306
2829,2796
5677,4016
2614,6160
2612,5952
4763,4126
5190,2869
2312,3490
3250,6235
4701,3760
9941,8065
1971,5915
3587,4959
2871,3053
7235,4942
6065,7543
1418,8847
3603,3353
5294,3465
2505,5821
5736,3450
6618,4723
6460,5845
7490,5079
7019,4658
7157,5135
7159,6874
4954,4191
2000,3987
4514,3129
1579,9205
5978,5157
7139,5616
5905,7824
7681,5014
4404,6780
6359,7594
6764,4390
6472,7409
4687,3568
7816,5180
7670,6456
3333,5442
6658,4884
5624,2827
5740,6565
6946,5705
7766,5880
6179,7128
6839,6640
2098,3739
6371,4854
4469,3494
9129,8792
3188,5989
777,6976
8303,5693
7233,4446
5376,3389
3113,3200
7919,4522
4375,5548
2904,5003
7505,4770
6466,6133
4091,6548
7958,6957
9344,8190
5928,4755
5001,3071
4000,5975
5508,3936
3391,4061
2563,4705
6320,5391
1507,7337
3206,5336
2821,3688
5730,3100
4278,3233
7178,7097
4868,2946
2540,4357
6360,7836
6537,5644
6988,5409
6916,7483
2434,6392
6295,5976
4088,3504
4217,5851
6766,4029
2582,3113
6112,5752
6201,3475
6216,4250
6590,6563
4146,4218
2819,3983
2890,6249
6219,4502
7446,6740
8878,3403
5271,3033
5111,4073
5205,3195
1542,5563
7041,4485
7257,4100
7268,3871
6114,6575
4682,4313
6686,7146
4337,4306
2771,5119
3262,6525
5066,3396
6797,4874
3748,3520
6245,7039
3588,5633
3177,4598
4134,6081
3973,6621
2855,3509
6595,4133
3751,6544
6373,4295
1199,8724
5575,6548
4114,4009
2791,6907
7671,4121
6224,6575
7400,6525
4301,6562
2258,5900
4070,4343
3601,5176
5533,6919
6675,6870
3805,3389
4571,5802
2954,5212
5299,3737
7387,5898
6649,6170
6654,4982
3763,3117
5140,3856
5958,7112
2625,4102
4385,3667
5432,3210
2916,6371
5107,4582
6504,4256
1894,6610
4765,3515
3121,6367
2773,5788
6619,5518
5355,3627
7004,4169
3443,4459
3005,5536
2953,4034
7305,5832
4131,3233
4331,4216
3905,3726
2846,5511
3457,4600
5441,3564
7279,824
2724,4349
8059,3797
3589,7110
3770,4013
3516,6012
6789,5911
4337,3104
6852,4264
