2988,6514
7627,5288
6181,6945
3002,4145
2217,6350
3805,3389
3508,6272
3451,4209
1507,7337
2954,5212
9129,8792
7099,5019
8303,5693
3503,6794
5910,6151
7387,5898
6106,5471
5525,3915
6436,4482
4182,4681
4620,3372
6654,4982
2540,4357
4467,3773
4100,4169
7031,4441
1971,5915
6584,6443
7279,824
6560,6992
3751,5049
8059,3797
2785,3493
5494,1672
4953,3935
2871,3053
2337,5200
4149,6526
6777,5638
3468,5621
5266,3495
8878,3403
6472,7409
5815,3411
6766,4029
5188,3099
7670,6456
1418,8847
7638,4414
6977,6709
9344,8190
3058,3446
2060,3832
4624,1388
3938,5976
3920,8304
4840,4463
5706,4583
4217,5851
6096,7652
5651,6917
5578,2738
2797,5812
