6623,4752
7482,4626
6724,4786
6094,5250
6622,3899
2793,5454
6833,3542
2504,6077
3973,4620
1507,7337
3188,5989
9129,8792
5729,5524
8303,5693
777,6976
2925,3861
4460,3814
3369,5558
1579,9205
6168,3774
6069,6501
8044,5002
5719,6178
3457,4600
6053,7097
4579,4231
7001,5862
5297,3443
6059,6048
8173,6422
9941,8065
7279,824
7815,5511
8059,3797
7061,5876
6155,6696
3587,4959
5494,1672
1199,8724
2871,3053
8878,3403
3089,5158
6494,6900
3785,4800
2141,5401
1542,5563
7958,6957
7268,3871
2756,4744
9344,8190
7149,5918
7858,4972
6480,6220
5928,4755
5583,3119
2216,5004
3920,8304
4624,1388
5821,4345
7528,5310
5001,3071
2829,2796
2837,3749
