6302,6985
6623,4752
3311,4059
7604,5161
2969,4270
6355,5556
2925,3861
6584,5562
5506,4225
6112,5752
6201,3475
6069,6501
6975,7088
6216,4250
6590,6563
6164,4441
9941,8065
5129,3941
2108,4288
6326,7182
7815,5511
4488,3817
3587,4959
2871,3053
8878,3403
5188,3099
1542,5563
1418,8847
7268,3871
6480,6220
6738,6918
7490,5079
7528,5310
6927,5402
2134,5996
7157,5135
4448,4741
6634,5942
2220,5391
3765,4061
3046,3837
7627,5288
2793,5454
5305,6667
3177,4598
6984,4681
7070,5526
1579,9205
7626,4496
4655,6042
5978,5157
5905,7824
8044,5002
4404,6780
2171,4607
4467,3773
4107,3192
3155,7001
6272,4993
6373,4295
5281,4161
6155,6696
1199,8724
5494,1672
6472,6854
2791,6907
3785,4800
3333,5442
7671,4121
2756,4744
6199,8080
6812,4585
6156,4610
6178,5360
6123,5424
7400,6525
5583,3119
5624,2827
2428,4725
6946,5705
3511,6067
6392,5149
6921,5187
5706,4583
6724,4786
6371,4854
6622,3899
8271,3538
4571,5802
2954,5212
3973,4620
9129,8792
4399,6214
8303,5693
777,6976
6880,6674
5253,7303
2340,5071
7692,4877
7919,4522
4375,5548
6059,6048
5728,2568
7577,6006
3522,5699
4002,4765
3858,3244
2696,3753
3606,6909
1894,6610
2141,5401
7958,6957
9344,8190
5928,4755
2216,5004
4624,1388
5821,4345
6086,5359
7083,3782
7482,4626
3391,4061
7880,5502
6833,3542
2504,6077
1507,7337
5920,6049
5729,5524
7660,6218
4905,2901
3825,5286
6168,3774
6256,5629
5719,6178
3457,4600
6053,7097
5267,3372
4579,4231
7001,5862
8173,6422
7279,824
8059,3797
2337,5200
3089,5158
6537,5644
6569,5679
7261,5794
4016,5612
4686,4570
2060,3832
6618,5263
7149,5918
7858,4972
2434,6392
6295,5976
3920,8304
2130,6694
2829,2796
3456,4395
7016,6166
