2969,4270
6919,5778
2530,3405
6069,6501
6975,7088
4418,3820
7148,4810
5693,2821
7742,6034
6326,7182
6432,5366
7815,5511
3907,4125
7570,4377
5188,3099
3240,4085
6480,6220
7528,5310
4448,4741
7225,4662
6755,5103
3481,3994
2793,5454
7187,6194
2217,6350
6771,7289
7346,4399
7138,5752
6975,4324
2890,5926
6787,5603
2171,4607
6283,5521
7695,5562
3155,7001
5281,4161
3751,5049
6498,5613
5494,1672
6472,6854
3127,4971
7692,4608
6186,5197
3785,4800
6695,4647
2756,4744
6178,5360
6123,5424
5167,3924
3045,4370
6392,5149
6804,6405
5706,4583
6934,5697
5832,6385
6622,3899
8271,3538
6348,6167
6531,5605
6880,6674
5982,5533
3503,6794
4503,3345
2340,5071
7692,4877
3440,5291
3869,6191
4002,4765
3606,6909
2141,5401
5459,2751
6705,6134
3655,4159
2216,5004
4624,1388
7533,5657
7559,6060
5030,4434
3275,3465
7482,4626
2705,6229
6755,6265
4005,5562
4746,4495
5990,3173
2731,4161
6833,3542
2504,6077
7099,5019
3315,3156
7660,6218
6256,5629
5719,6178
3877,4347
6053,7097
3054,6000
7061,6569
7001,5862
3089,5158
4503,3591
4073,4770
5523,7318
7149,5918
4967,2908
3574,3640
2130,6694
4321,2900
7016,6166
6623,4752
2675,5172
6698,4126
6841,4440
7485,4523
2108,4288
4488,3817
5350,3836
6976,6600
6315,6436
6578,4851
2413,4218
5041,3751
2220,5391
6586,6158
8039,4412
4037,4425
5305,6667
4985,3962
7077,5986
4655,6042
8044,5002
6718,7648
4842,3271
3653,6286
7317,6107
6343,4836
6199,8080
6156,4610
4662,3205
3185,4185
2921,4642
7214,4256
2861,4475
4399,6214
6421,5379
6403,7716
5253,7303
4285,5429
5728,2568
6584,6443
3582,5448
6435,4523
4564,4691
3459,5853
3089,3965
3858,3244
5908,3038
5929,2859
6868,6979
2490,5600
5821,4345
6789,5294
3033,6400
2259,3983
7083,3782
3398,6242
5920,6049
5729,5524
6330,5237
6797,5099
5289,2628
3825,5286
6168,3774
5525,3915
5729,7348
6041,2668
2326,3803
4136,4015
8173,6422
7244,6498
7688,6246
6080,7044
5946,3846
3717,4059
2337,5200
3058,3446
5242,3320
6618,5263
7858,4972
3920,8304
5336,2964
3434,3306
2829,2796
3456,4395
7163,5718
5677,4016
2612,5952
4792,4144
5190,2869
4603,3490
2312,3490
5315,3156
6164,4441
6560,6992
1971,5915
9941,8065
3587,4959
2871,3053
7235,4942
6065,7543
1418,8847
3603,3353
2505,5821
7490,5079
7019,4658
7048,4554
7157,5135
7159,6874
2962,5763
3765,4061
2000,3987
7070,5526
4514,3129
1579,9205
3583,3361
5978,5157
5905,7824
5132,3398
7681,5014
4851,3546
4404,6780
6272,4993
2785,3493
3468,5621
7816,5180
7670,6456
3333,5442
5624,2827
5740,6565
3925,3376
7766,5880
6839,6640
2098,3739
6957,6394
6371,4854
4185,4858
3762,3345
3973,4620
9129,8792
7375,5433
8303,5693
7233,4446
777,6976
4979,3326
3113,3200
7919,4522
4375,5548
2904,5003
6059,6048
7505,4770
3522,5699
4573,3281
4091,6548
7958,6957
6716,5252
9344,8190
5928,4755
6549,5758
4772,3993
6086,5359
6713,4972
7097,4162
6935,5003
3391,4061
2563,4705
1507,7337
6584,4534
7178,7097
3337,3946
6395,5030
4579,4231
5266,3495
6192,5628
2802,4726
6988,5409
7370,4279
6916,7483
2434,6392
6295,5976
4217,5851
3451,4209
7604,5161
7171,5520
2925,3861
6584,5562
5506,4225
6112,5752
6201,3475
6527,6596
6216,4250
6219,4502
7446,6740
8878,3403
5111,4073
3976,5747
1542,5563
7257,4100
5618,4178
7268,3871
5419,3560
6738,6918
6927,5402
2134,5996
6526,5881
5843,5284
3262,6525
5066,3396
4684,3721
3177,4598
6694,4665
7626,4496
4107,3192
4467,3773
3751,6544
6373,4295
6838,6353
6155,6696
5575,6548
1199,8724
2791,6907
4093,6039
7671,4121
4301,6562
5583,3119
7400,6525
2428,4725
2258,5900
6921,5187
3601,5176
3085,5278
6724,4786
6675,6870
3805,3389
4571,5802
2954,5212
7387,5898
3763,3117
5107,4582
6504,4256
2696,3753
1894,6610
6790,5382
7009,5151
2802,4930
4428,4576
3005,5536
6988,4301
7880,5502
4331,4216
4905,2901
2846,5511
3349,4411
4787,3183
3457,4600
7279,824
8059,3797
7061,5876
3589,7110
3516,6012
7544,5435
6569,5679
6789,5911
2425,4574
4686,4570
6610,6452
3337,4149
7666,5415
2660,4989
6852,4264
